,Unnamed: 0,City,Country,Latitude,Longitude,year,Value,Date,Time,Min,TimeNew,VAL_0,continent
3019,3019,Shiraz,Iran,29.61031,52.53114,1450,80000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.003472845,Asia
3016,3016,Jingdezhen,China,29.268836,117.17842,1450,80000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.003472845,Asia
3017,3017,Kaifeng,China,34.7986,114.30742,1450,80000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.003472845,Asia
3015,3015,Gent,Belgium,51.053469,3.730378,1450,80000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.003472845,Europe
3147,3147,Genova,Italy,44.40565,8.946256,1450,76000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.0032989309999999997,Europe
3200,3200,Naples,Italy,40.851775,14.268122,1450,75000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.0032554520000000003,Europe
3201,3201,Samarkand,Uzbekistan,39.6576,66.947561,1450,75000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.0032554520000000003,Asia
3202,3202,Texcoco,Mexico,19.504422,-98.891425,1450,75000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.0032554520000000003,Americas
3416,3416,Aleppo,Syria,36.216667,37.166667,1450,70000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.00303806,Asia
3417,3417,Mandu,India,22.36667,75.38333,1450,70000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.00303806,Asia
3418,3418,Prague,Austria,50.08804,14.42076,1450,70000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.00303806,Europe
3559,3559,Dumyat,Egypt,31.41648,31.81332,1450,67000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.002907624,Africa
3643,3643,Tunis,Tunisia,36.818811,10.165961,1450,65000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.0028206679999999997,Africa
3644,3644,Wuhan,China,30.58333,114.26667,1450,65000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.0028206679999999997,Asia
3640,3640,Chengdu,China,30.66667,104.06667,1450,65000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.0028206679999999997,Asia
3642,3642,Tsinkiang,China,24.913889,118.58583,1450,65000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.0028206679999999997,Asia
3641,3641,Damascus,Syria,33.5102,36.29128,1450,65000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.0028206679999999997,Asia
3942,3942,Yangzhou,China,32.4,铆_っ_铆_芭_119.416667,1450,60000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.002603275,Asia
3937,3937,London,United Kingdom,51.511214,-0.119825,1450,60000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.002603275,Europe
3941,3941,Riobamba,Ecuador,-1.67083,-78.64861,1450,60000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.002603275,Africa
3940,3940,Quilon,India,8.88,76.6,1450,60000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.002603275,Asia
3939,3939,Pegu,Myanmar,17.333333,96.483333,1450,60000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.002603275,Asia
3938,3938,Novgorod,Russian Federation,58.525569,31.274192,1450,60000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.002603275,Europe
3932,3932,Brugge,Belgium,51.210819,3.224936,1450,60000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.002603275,Europe
3936,3936,Lisbon,Portugal,38.71667,-9.13333,1450,60000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.002603275,Europe
3934,3934,Feodosia,Russian Federation,45.048889,35.379167,1450,60000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.002603275,Europe
3933,3933,Cambay,India,22.313114,72.619408,1450,60000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.002603275,Asia
3931,3931,Bidar,India,17.91331,77.5301,1450,60000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.002603275,Asia
3935,3935,Inwa,Myanmar,21.857353,95.981936,1450,60000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.002603275,Asia
4299,4299,Nizhniy Novgorod,Russian Federation,56.3269,44.0075,1450,55000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.0023858829999999997,Europe
4300,4300,Oyo,Nigeria,7.85,3.93333,1450,55000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.0023858829999999997,Africa
4433,4433,Florence,Italy,43.771033,11.248,1450,53000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.002298926,Europe
4721,4721,Marrakech,Morocco,31.63416,-7.99994,1450,50000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.00216849,Africa
4728,4728,Xuzhou,China,34.26,117.21,1450,50000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.00216849,Asia
4727,4727,Trakai,Lithuania,54.633333,24.933333,1450,50000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.00216849,Europe
4726,4726,Tlemcen,Algeria,34.87833,-1.315,1450,50000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.00216849,Africa
4725,4725,Taiyuan,China,37.87059,112.548879,1450,50000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.00216849,Asia
4723,4723,Ningbo,China,29.866667,121.55,1450,50000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.00216849,Asia
4722,4722,Nanchang,China,28.68333,115.88333,1450,50000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.00216849,Asia
4724,4724,Rouen,France,49.44313,1.09932,1450,50000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.00216849,Europe
4720,4720,Kunming,China,25.03889,102.71833,1450,50000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.00216849,Asia
4718,4718,Herat,Afghanistan,34.34817,62.19967,1450,50000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.00216849,Asia
4717,4717,Delhi,India,28.65381,77.22897,1450,50000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.00216849,Asia
4716,4716,Chittoor,India,13.217176,79.100329,1450,50000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.00216849,Asia
4715,4715,Bukhara,Uzbekistan,39.765869,64.422347,1450,50000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.00216849,Asia
4714,4714,Ahmedabad,India,23.039568,72.566004,1450,50000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.00216849,Asia
4719,4719,Hormuz,Iran,27.1,56.45,1450,50000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.00216849,Asia
4917,4917,Bologna,Italy,44.49381,11.33875,1450,49000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.002125012,Europe
5073,5073,Calicut,India,11.258753,75.78041,1450,46000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.001994576,Asia
5157,5157,Istanbul,Turkey,41.005275,28.976944,1450,45000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.0019510979999999999,Asia
5639,5639,Zimbabwe,Zimbabwe,-20.266667,30.933333,1450,40000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.001733705,Africa
5638,5638,Targoviste,Romania,44.924167,25.456667,1450,40000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.001733705,Europe
5950,5950,Burgos,Spain,42.35,-3.7,1450,37500,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.001625009,Europe
6759,6759,Skopje,Serbia,41.99646,21.43141,1450,30000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.00129892,Europe
7585,7585,Magdeburg,Germany,52.130808,11.628878,1450,24000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.0010380489999999999,Europe
8597,8597,Frankfurt am Main,Germany,50.110922,8.682128,1450,15000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.0006467430000000001,Europe
8941,8941,Szczecin,Poland,53.416667,14.583333,1450,10000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.00042935,Europe
9095,9095,Riga,Russian Federation,56.946,24.10589,1450,7000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.000298915,Euorpe
9131,9131,Arles,France,43.6767,4.6278,1450,6000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.000255436,Europe
9265,9265,Glasgow,United Kingdom,55.86515,-4.25763,1450,2000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,8.149999999999999e-05,Europe
