,Unnamed: 0,City,Country,Latitude,Longitude,year,Value,Date,Time,Min,TimeNew,VAL_0,continent
2157,2157,Smyrna,Turkey,38.41273,27.13838,1700,135000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.005864161999999999,Asia
2269,2269,Srinagar,India,34.08842,74.80298,1700,125000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.005429376999999999,Asia
2268,2268,Palermo,Italy,38.115689,13.361267,1700,125000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.005429376999999999,Europe
2373,2373,Moscow,Russian Federation,55.75222,37.61556,1700,114000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.004951114,Europe
2385,2385,Milan,Italy,45.465453,9.198786,1700,113000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.004907635,Europe
2428,2428,Wuhan,China,30.58333,114.26667,1700,110000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0047772,Asia
2483,2483,Madrid,Spain,40.416775,-3.703789,1700,105000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.004559807,Europe
2484,2484,Vienna,Austria,48.20849,16.37208,1700,105000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.004559807,Europe
2610,2610,Jingdezhen,China,29.268836,117.17842,1700,100000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.004342415,Asia
2611,2611,Patna,India,25.610533,85.14145,1700,100000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.004342415,Asia
2657,2657,Lyon,France,45.74846,4.84671,1700,97000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.004211979,Europe
2797,2797,Yinchuan,China,38.4667,106.2667,1700,90000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00390763,Asia
2880,2880,Algiers,Algiers,36.7525,3.04197,1700,85000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0036902370000000003,Africa
2882,2882,Mexico City,Mexico,19.42847,-99.12766,1700,85000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0036902370000000003,Americas
2881,2881,Edirne,Turkey,41.681808,26.562269,1700,85000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0036902370000000003,Asia
2942,2942,Potosi,Bolivia,-19.58361,-65.75306,1700,82000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.003559802,Americas
3049,3049,Bukhara,Uzbekistan,39.765869,64.422347,1700,80000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.003472845,Asia
3050,3050,Dublin,Ireland,53.33306,-6.24889,1700,80000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.003472845,Europe
3051,3051,Fez,Morocco,34.033333,-5.01,1700,80000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.003472845,Africa
3052,3052,Lhasa,China,29.645563,91.140749,1700,80000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.003472845,Asia
3053,3053,Seville,Spain,37.388097,-5.982331,1700,80000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.003472845,Europe
3230,3230,Varanasi,India,25.317645,82.973914,1700,75000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0032554520000000003,Asia
3231,3231,Xuzhou,China,34.26,117.21,1700,75000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0032554520000000003,Asia
3227,3227,Inwa,Myanmar,21.857353,95.981936,1700,75000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0032554520000000003,Asia
3229,3229,Tabriz,Iran,38.08,46.2919,1700,75000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0032554520000000003,Asia
3228,3228,Marseille,France,43.29695,5.38107,1700,75000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0032554520000000003,Europe
3330,3330,Gondar,Ethiopia,12.600003,37.466669,1700,72000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0031250170000000003,Africa
3331,3331,Ningbo,China,29.866667,121.55,1700,72000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0031250170000000003,Asia
3453,3453,Tianjin,China,39.14222,117.17667,1700,70000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00303806,Asia
3451,3451,Meknes,Morocco,33.89352,-5.54727,1700,70000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00303806,Africa
3452,3452,Nagara,India,13.824,75.034,1700,70000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00303806,Asia
3448,3448,Arakan,Myanmar,19.810092,93.987842,1700,70000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00303806,Asia
3450,3450,Damascus,Syria,33.5102,36.29128,1700,70000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00303806,Asia
3449,3449,Brussel,Belgium,50.85045,4.34878,1700,70000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00303806,Europe
3447,3447,Agra,India,27.18333,78.01667,1700,70000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00303806,Asia
3510,3510,Tunis,Tunisia,36.818811,10.165961,1700,69000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0029945809999999996,Africa
3530,3530,Chinkiang,China,32.2,119.416667,1700,68000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002951103,Asia
3531,3531,Florence,Italy,43.771033,11.248,1700,68000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002951103,Europe
3564,3564,Aleppo,Syria,36.216667,37.166667,1700,67000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002907624,Asia
3565,3565,Antwerp,Belgium,51.219217,4.402883,1700,67000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002907624,Europe
3566,3566,Fuzhou,China,26.076111,119.306389,1700,67000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002907624,Asia
3567,3567,Genova,Italy,44.40565,8.946256,1700,67000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002907624,Europe
3568,3568,Kanazawa,Japan,36.561325,136.656206,1700,67000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002907624,Asia
3665,3665,Nagoya,Japan,35.181447,136.906397,1700,65000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0028206679999999997,Asia
3751,3751,Puebla,Mexico,19.0514,-98.2178,1700,63000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0027337109999999998,Americas
3752,3752,Rouen,France,49.44313,1.09932,1700,63000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0027337109999999998,Europe
3749,3749,Bologna,Italy,44.49381,11.33875,1700,63000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0027337109999999998,Europe
3750,3750,Hamburg,Germany,53.57532,10.01534,1700,63000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0027337109999999998,Europe
3782,3782,Copenhagen,Denmark,55.67594,12.56553,1700,62000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0026902320000000003,Europe
3817,3817,Sendai,Japan,38.266667,140.866667,1700,61000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0026467540000000003,Asia
4041,4041,Bursa,Turkey,40.19266,29.08403,1700,60000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002603275,Asia
4042,4042,Changsha,China,28.196111,112.972222,1700,60000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002603275,Asia
4043,4043,Katsina,Nigeria,12.98943,7.60063,1700,60000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002603275,Africa
4044,4044,Qazvin,Iran,36.26877,50.0041,1700,60000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002603275,Asia
4045,4045,Srirangapatna,India,12.417956,76.694687,1700,60000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002603275,Asia
4046,4046,Ujjain,India,23.18239,75.77643,1700,60000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002603275,Asia
4047,4047,Xiamen,China,24.47979,118.08187,1700,60000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002603275,Asia
4159,4159,Hue,Vietnam,16.46667,107.6,1700,59000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002559797,Asia
4160,4160,Nagasaki,Japan,32.752558,129.878192,1700,59000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002559797,Asia
4257,4257,Leiden,Netherlands,52.15833,4.49306,1700,56000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002429361,Europe
4316,4316,Rotterdam,Netherlands,51.9225,4.47917,1700,55000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0023858829999999997,Europe
4317,4317,Tainan City,China,22.983333,120.18333,1700,55000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0023858829999999997,Asia
4314,4314,Lille,France,50.628442,3.054975,1700,55000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0023858829999999997,Europe
4315,4315,Pyongyang,North Korea,39.03385,125.75432,1700,55000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0023858829999999997,Asia
4313,4313,Jinan,China,36.650997,117.120497,1700,55000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0023858829999999997,Asia
4378,4378,Amber,India,26.985847,75.888251,1700,54000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0023424039999999998,Asia
4379,4379,Lahore,Pakistan,31.54972,74.34361,1700,54000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0023424039999999998,Asia
4380,4380,Udaipur,India,24.57127,73.691544,1700,54000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0023424039999999998,Asia
4437,4437,Hiroshima,Japan,34.396775,132.460017,1700,53000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002298926,Asia
4528,4528,Kagoshima,Japan,31.5966,130.557183,1700,51000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002211969,Asia
4798,4798,Nanhai,China,23.016667,113.116667,1700,50000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00216849,Asia
4804,4804,Zaria,Nigeria,11.11128,7.7227,1700,50000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00216849,Africa
4803,4803,Verona,Italy,45.43419,10.99779,1700,50000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00216849,Europe
4802,4802,Surat,India,21.19594,72.83023,1700,50000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00216849,Asia
4801,4801,Rabat,Morocco,34.01325,-6.83255,1700,50000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00216849,Africa
4799,4799,Nkazargamu,Nigeria,13.047222,12.227778,1700,50000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00216849,Africa
4800,4800,Oyo,Nigeria,7.85,3.93333,1700,50000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00216849,Africa
4797,4797,Mecca,Saudi Arabia,21.42667,39.82611,1700,50000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00216849,Asia
4795,4795,Gdansk,Poland,54.352025,18.64663,1700,50000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00216849,Europe
4794,4794,Cossimbazar,India,24.1167,88.2833,1700,50000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00216849,Asia
4793,4793,Chengdu,China,30.66667,104.06667,1700,50000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00216849,Asia
4792,4792,Chanda,India,26.064269,82.315343,1700,50000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00216849,Asia
4791,4791,Baghdad,Iraq,33.34058,44.40088,1700,50000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00216849,Asia
4796,4796,Huai'an,China,33.5,119.133333,1700,50000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00216849,Asia
4921,4921,Gent,Belgium,51.053469,3.730378,1700,49000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002125012,Europe
4989,4989,Achin,Indonesia,5.55,95.316667,1700,48000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002081533,Asia
4990,4990,Haarlem,Netherlands,52.38084,4.63683,1700,48000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002081533,Europe
4991,4991,Prague,Austria,50.08804,14.42076,1700,48000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002081533,Europe
4992,4992,Stockholm,Sweden,59.33258,18.0649,1700,48000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002081533,Europe
5184,5184,Messina,Italy,38.19327,15.54969,1700,45000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0019510979999999999,Europe
5187,5187,Yangzhou,China,32.4,铆_っ_铆_芭_119.416667,1700,45000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0019510979999999999,Asia
5186,5186,Shanghai,China,31.22222,121.45806,1700,45000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0019510979999999999,Asia
5185,5185,Okayama,Japan,34.661753,133.916667,1700,45000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0019510979999999999,Asia
5183,5183,Kerman,Iran,30.28321,57.07879,1700,45000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0019510979999999999,Asia
5181,5181,Ankara,Turkey,39.91987,32.85427,1700,45000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0019510979999999999,Asia
5180,5180,Agades,Niger,16.966667,7.983333,1700,45000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0019510979999999999,Africa
5182,5182,Basra,Iraq,30.5,47.816667,1700,45000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0019510979999999999,Asia
5319,5319,Barcelona,Spain,41.38879,2.15899,1700,43000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0018641410000000001,Europe
5320,5320,Tsinkiang,China,24.913889,118.58583,1700,43000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0018641410000000001,Asia
5321,5321,Turin,Italy,45.07049,7.68682,1700,43000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0018641410000000001,Europe
5397,5397,Faizabad,India,26.779386,82.142169,1700,42000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.001820662,Asia
5710,5710,Nantes,France,47.21725,-1.55336,1700,40000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.001733705,Europe
5714,5714,Vilnius,Lithuania,54.683333,25.283333,1700,40000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.001733705,Europe
5713,5713,Valencia,Spain,39.469908,-0.376289,1700,40000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.001733705,Europe
5712,5712,Thessaloniki,Greece,40.63935,22.944606,1700,40000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.001733705,Europe
5711,5711,Sira,India,13.74155,76.9043,1700,40000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.001733705,Asia
5706,5706,Belgrade,Serbia,44.80401,20.46513,1700,40000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.001733705,Europe
5709,5709,Jodhpur,India,26.26841,73.00594,1700,40000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.001733705,Asia
5708,5708,Hanoi,Vietnam,21.033333,105.85,1700,40000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.001733705,Asia
5707,5707,Bordeaux,France,44.84044,-0.5805,1700,40000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.001733705,Europe
5705,5705,Allada,Benin,6.66547,2.15138,1700,40000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.001733705,Africa
5715,5715,Wroclaw,Germany,51.116667,17.033333,1700,40000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.001733705,Europe
5838,5838,Toulon,France,43.11667,5.93333,1700,39648,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.001718401,Europe
5851,5851,Kunming,China,25.03889,102.71833,1700,39000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.001690227,Asia
5902,5902,Toulouse,France,43.60426,1.44367,1700,38000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.001646748,Europe
5901,5901,Mumbai,India,19.07283,72.88261,1700,38000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.001646748,Asia
5954,5954,Lima,Peru,-12.04318,-77.02824,1700,37259,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.001614531,Americas
5977,5977,Medina,Saudi Arabia,24.4609,39.620189,1700,37000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00160327,Asia
5980,5980,Qum,Iran,34.64,50.876389,1700,37000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00160327,Asia
5978,5978,Orleans,France,47.902964,1.90925,1700,37000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00160327,Europe
5979,5979,Padua,Italy,45.406436,11.876761,1700,37000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00160327,Europe
5976,5976,Konigsberg,Germany,54.716667,20.516667,1700,37000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00160327,Europe
5975,5975,Guiyang,China,26.647661,106.630154,1700,37000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00160327,Asia
5974,5974,Cologne,Germany,50.937531,6.960278,1700,37000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00160327,Europe
6188,6188,Granada,Spain,37.177336,-3.598558,1700,35000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0015163129999999998,Europe
6195,6195,Zacatecas,Mexico,22.76843,-102.58141,1700,35000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0015163129999999998,Americas
6194,6194,Parma,Italy,44.80266,10.32898,1700,35000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0015163129999999998,Europe
6193,6193,Oruro,Bolivia,-17.98333,-67.15,1700,35000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0015163129999999998,Americas
6192,6192,Luoyang,China,34.669722,112.442222,1700,35000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0015163129999999998,Asia
6191,6191,Liege,Belgium,50.63373,5.56749,1700,35000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0015163129999999998,Europe
6190,6190,Kano,Nigeria,12.00012,8.51672,1700,35000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0015163129999999998,Africa
6189,6189,Jakarta,Indonesia,-6.21462,106.84513,1700,35000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0015163129999999998,Asia
6186,6186,Edinburgh,United Kingdom,55.95206,-3.19648,1700,35000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0015163129999999998,Europe
6185,6185,Diyarbakir,Turkey,37.914411,40.230628,1700,35000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0015163129999999998,Asia
6184,6184,Cuttack,India,20.46497,85.87927,1700,35000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0015163129999999998,Asia
6183,6183,Cambay,India,22.313114,72.619408,1700,35000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0015163129999999998,Asia
6182,6182,Caen,France,49.18585,-0.35912,1700,35000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0015163129999999998,Europe
6187,6187,Frankfurt am Main,Germany,50.110922,8.682128,1700,35000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0015163129999999998,Europe
6181,6181,Brugge,Belgium,51.210819,3.224936,1700,35000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0015163129999999998,Europe
6395,6395,Tours,France,47.38333,0.68333,1700,33000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0014293560000000001,Europe
6492,6492,Amiens,France,49.892,2.299,1700,32000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0013858770000000002,Europe
6574,6574,Cadiz,Spain,36.52978,-6.29465,1700,31000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.001342399,Europe
6575,6575,Piacenza,Italy,45.04676,9.69937,1700,31000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.001342399,Europe
6849,6849,Sennar,Sudan,13.567469,33.567203,1700,30000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00129892,Africa
6847,6847,Nanchang,China,28.68333,115.88333,1700,30000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00129892,Asia
6848,6848,Quito,Ecuador,-0.22985,-78.52495,1700,30000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00129892,Africa
6845,6845,Manila,Philippines,14.58,121,1700,30000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00129892,Asia
6850,6850,Shenyang,China,41.79222,123.43278,1700,30000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00129892,Asia
6851,6851,Sofia,Bulgaria,42.69751,23.32415,1700,30000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00129892,Europe
6852,6852,Tiruchirappalli,India,10.805,78.685556,1700,30000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00129892,Asia
6846,6846,Masenya,Chad,11.402536,16.171328,1700,30000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00129892,Africa
6839,6839,Constantine,Algeria,36.365,6.61472,1700,30000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00129892,Africa
6844,6844,Malaga,Spain,36.721261,-4.421267,1700,30000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00129892,Europe
6842,6842,Krakow,Poland,50.06143,19.93658,1700,30000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00129892,Europe
6841,6841,Guatemala City,Guatemala,14.64072,-90.51327,1700,30000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00129892,Americas
6840,6840,Cuzco,Peru,-13.525,-71.972222,1700,30000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00129892,Americas
6837,6837,Bihar,India,25.096074,85.313119,1700,30000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00129892,Asia
6838,6838,Chibiri,Ghana,6.82,-2.42,1700,30000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00129892,Africa
6843,6843,Loango,Congo,-4.630225,11.835006,1700,30000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.00129892,Africa
7060,7060,Norwich,United Kingdom,52.62783,1.29834,1700,29000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.001255442,Europe
7061,7061,Zaragoza,Spain,41.648792,-0.889581,1700,29000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.001255442,Europe
